0,0.0
1,248.44650014438926
2,418.00371745811685
3,535.6678340963409
4,619.4477367229116
5,681.4188591938855
6,729.7226672862691
7,769.8811630201038
8,805.6649186188608
9,839.6690686098207
10,873.697499924014
11,909.0205263452651
12,946.5487177395132
13,986.9508799430445
14,1030.7346376644327
15,1078.3018389616986
16,1129.9869140261726
17,1186.0836286892127
18,1246.8639037766798
19,1312.5911793821538
20,1383.5300152310942
21,1459.953093495498
22,1542.1464229628764
23,1630.4133030725616
24,1725.077439790696
25,1826.4854861596218
26,1935.0092040172262
27,2051.0473833532797
28,2175.027621670328
29,2307.4080310317145
30,2448.678928659525
31,2599.364544451728
32,2760.024776574176
33,2931.2570115224835
34,3113.6980264488993
35,3308.0259814893443
36,3514.96251132873
37,3735.27492076897
38,3969.7784866427774
39,4219.338869177374
40,4484.874631486959
41,4767.35986741009
42,5067.826934138852
43,5387.369286275898
44,5727.144405955041
45,6088.376821369735
46,6472.361205636954
47,6880.465544028386
48,7314.134356603756
49,7774.891960119141
50,8264.34575003506
51,8784.18948005417
52,9336.206510976554
53,9922.273005023708
54,10544.361023120813
55,11204.541492808352
56,11904.986973431332
57,12647.974221283363
58,13435.88643974601
59,14271.215158755302
60,15156.561724426536
61,16094.638236275241
62,17088.26784947286
63,18140.384455248306
64,19254.031397800718
65,20432.359393169296
66,21678.623253950536
67,22996.17743652266
68,24388.470220499235
69,25859.036279349115
70,27411.487570325902
71,29049.502326901595
72,30776.811892387745
73,32597.18542286944
74,34514.41176750123
75,36532.27903350273
76,38654.55086897496
77,40884.94014283351
78,43227.07884381942
79,45684.48487864973
80,48260.52530132853
81,50958.375954288495
82,53780.97698107876
83,56730.985949897724
84,59810.72523912939
85,63022.12827794542
86,66366.68118171536
87,69845.3615249104
88,73458.57550510054
89,77206.09226929434
90,81086.97774446028
91,85099.52770710239
92,89241.20141514152
93,93508.55707634427
94,97897.18996049504
95,102401.67477667474
96,107015.51333058544
97,111731.0900733872
98,116539.63559243409
99,121431.20083859803
100,126394.64234650647
101,131417.6216925222
102,136486.62016083018
103,141586.96783284555
104,146702.8908281776
105,151817.57634381074
106,156913.2551833449
107,161971.30340206277
108,166972.36130397863
109,171896.47004411492
110,176723.2237084572
111,181431.9362485685
112,186001.82042145007
113,190412.17626931996
114,194642.58711359795
115,198673.11924244114
116,202484.52161266064
117,206058.42308831925
118,209377.52315099546
119,212425.77249167947
120,215188.54059540818
121,217652.7670834288
122,219807.09394417328
123,221641.97744261328
124,223149.7738341182
125,224324.8047493784
126,225163.39500489907
127,225663.88667082725
128,225826.62561304605
129,225653.92444950843
130,225150.00442749035
131,224320.91459199705
132,223174.42978874798
133,221719.93569833037
134,219968.2975255
135,217931.71628780584
136,215623.5769676543
137,213058.29274198785
138,210251.1425139426
139,207218.10916782776
140,203975.7202696722
141,200540.89097449393
142,196930.77388649643
143,193162.6157588163
144,189253.6226068928
145,185220.8354744712
146,181081.0165926448
147,176850.54682805552
148,172545.33455857032
149,168180.73675045033
150,163771.49140345215
